sensor_id,sensor_status,ts,subject_id
R7,"ON",1542886436562,"205"
R7,"OFF",1542886443142,"205"
P1,"ON",1542886463656,"205"
P4,"ON",1542886474000,"202"
P4,"OFF",1542886628000,"202"
P1,"OFF",1542886630200,"205"
E2,"ON",1542886641817,"202"
R6,"ON",1542886643719,"205"
P3,"ON",1542886645000,"202"
R6,"OFF",1542886656352,"205"
P2,"ON",1542886682752,"205"
P3,"OFF",1542886719000,"202"
R6,"ON",1542886723714,"202"
P2,"OFF",1542886727769,"205"
P3,"ON",1542886729000,"205"
R6,"OFF",1542886735983,"202"
P7,"ON",1542886741000,"202"
P3,"OFF",1542886847000,"205"
P7,"OFF",1542886952000,"202"
E2,"OFF",1542886958816,"202"
