ts_start,ts_end,location
1544016847684,1544016857049,LIVING_ROOM
1544016857076,1544017062548,OFFICE
1544017062578,1544017065704,LIVING_ROOM
1544017065705,1544017067106,MEDICINE_AREA
1544017067114,1544017068555,HALL
1544017068583,1544017070506,KITCHEN
1544017070536,1544017292098,DINING_ROOM
1544017292127,1544017295458,KITCHEN
1544017295489,1544017303027,DINING_ROOM
1544017303031,1544017312704,KITCHEN
1544017312707,1544017367270,DINING_ROOM
1544017367300,1544017369973,KITCHEN
1544017370004,1544017376425,HALL
1544017376426,1544017380156,MEDICINE_AREA
1544017380177,1544017383299,HALL
1544017383327,1544017397800,KITCHEN
1544017397831,1544017397979,DINING_ROOM
1544017398007,1544017400683,KITCHEN
1544017400718,1544017402878,HALL
1544017402907,1544017428431,MEDICINE_AREA
1544017428459,1544017437108,HALL
1544017437138,1544017449816,MEDICINE_AREA
1544017449836,1544017460644,HALL
1544017460674,1544017469650,MEDICINE_AREA
1544017469677,1544017477331,HALL
1544017477362,1544017487454,MEDICINE_AREA
1544017487481,1544017495109,HALL
1544017495132,1544017530601,OUT
