ts_start,ts_end,location
1542886359914,1542886381618,HALL
1542886381634,1542886384629,KITCHEN
1542886384651,1542886404638,DINING_ROOM
1542886404665,1542886408010,KITCHEN
1542886408059,1542886432924,DINING_ROOM
1542886432946,1542886444153,KITCHEN
1542886444179,1542886633927,DINING_ROOM
1542886633976,1542886635927,KITCHEN
1542886635955,1542886637131,HALL
1542886637166,1542886673135,MEDICINE_AREA
1542886673166,1542886674560,LIVING_ROOM
1542886674585,1542886724934,OFFICE
1542886724958,1542886850479,LIVING_ROOM
1542886850505,1542886852788,MEDICINE_AREA
1542886852814,1542886855607,HALL
1542886855645,1542886857589,KITCHEN
1542886857721,1542886866602,DINING_ROOM
1542886866629,1542886873626,KITCHEN
1542886873654,1542886878485,DINING_ROOM
1542886878514,1542886882515,KITCHEN
1542886882516,1542886887377,HALL
1542886887408,1542886889337,KITCHEN
1542886889361,1542886894697,DINING_ROOM
1542886894712,1542886899409,KITCHEN
1542886899432,1542886902257,HALL
1542886902334,1542886908718,MEDICINE_AREA
1542886908787,1542886910468,HALL
1542886910628,1542886914261,KITCHEN
1542886914284,1542886919140,DINING_ROOM
1542886919152,1542886923895,KITCHEN
1542886923923,1542886925378,HALL
1542886925406,1542886931856,MEDICINE_AREA
1542886931868,1542886942392,HALL
1542886942397,1542886946431,OUT
