ts_start,ts_end,act
1542886359914,1542886384005,TRANSITION
1542886384030,1542886449253,SETTING_UP_TABLE
1542886449280,1542886480646,TRANSITION
1542886480691,1542886627105,EATING
1542886627120,1542886638036,TRANSITION
1542886638061,1542886671035,TAKING_MEDICINES
1542886671070,1542886679480,TRANSITION
1542886679529,1542886724428,USING_PC
1542886724439,1542886728264,TRANSITION
1542886728305,1542886839628,WATCHING_TV
1542886839656,1542886841464,TRANSITION
1542886841480,1542886929824,ANSWERING_PHONE
1542886929852,1542886933204,TRANSITION
1542886933238,1542886946431,LEAVING_HOME
