ts_start,ts_end,act
1543243782202,1543243796506,TRANSITION
1543243796520,1543243813262,SETTING_UP_TABLE
1543243813286,1543243823152,TRANSITION
1543243823181,1543243875835,COOKING
1543243875840,1543243889489,TRANSITION
1543243889495,1543243897644,EATING
1543243897646,1543243960808,TRANSITION
1543243960846,1543243962890,EATING
1543243962904,1543243986507,TRANSITION
1543243986516,1543244059987,WATCHING_TV
1543244060001,1543244071520,TRANSITION
1543244071559,1543244107267,CLEARING_TABLE
1543244107296,1543244107861,TRANSITION
1543244107892,1543244151124,WASHING_DISHES
1543244151266,1543244164659,TRANSITION
1543244164830,1543244210145,WATCHING_TV
1543244210160,1543244210799,TRANSITION
1543244210831,1543244301528,MAKING_PHONE_CALL
1543244301547,1543244305646,TRANSITION
1543244305817,1543244343761,TAKING_MEDICINES
1543244343782,1543244358157,TRANSITION
