ts_start,ts_end,act
1542732876615,1542732886001,TRANSITION
1542732886074,1542732954421,COOKING
1542732954709,1542732967928,TRANSITION
1542732967957,1542733026654,EATING
1542733026680,1542733044548,TRANSITION
1542733044558,1542733102804,WASHING_DISHES
1542733102810,1542733110097,TRANSITION
1542733110119,1542733167309,WATCHING_TV
1542733167325,1542733168395,TRANSITION
1542733168412,1542733199903,MAKING_PHONE_CALL
1542733199918,1542733202974,TRANSITION
1542733203039,1542733328840,WATCHING_TV
1542733328841,1542733357223,TRANSITION
1542733357256,1542733393814,TAKING_MEDICINES
1542733393839,1542733402668,TRANSITION
