value,ts
997.07434,1543848328883
997.0777,1543848328983
997.07935,1543848329083
997.0756,1543848329182
997.07544,1543848329282
997.07544,1543848329381
997.0805,1543848329479
997.0821,1543848329580
997.0804,1543848329678
997.0855,1543848329777
997.0819,1543848329879
997.07825,1543848329977
997.0763,1543848330075
997.0831,1543848330176
997.08276,1543848330278
997.08075,1543848330374
997.07715,1543848330477
997.07715,1543848330574
997.08246,1543848330672
997.0805,1543848330773
997.0781,1543848330874
997.0816,1543848330973
997.0816,1543848331071
997.07794,1543848331170
997.08466,1543848331269
997.08093,1543848331367
997.07367,1543848331467
997.07544,1543848331569
997.0771,1543848331666
997.07,1543848331766
997.0682,1543848331864
997.0716,1543848331965
997.0751,1543848332064
997.0765,1543848332166
997.0817,1543848332264
997.0813,1543848332363
997.08105,1543848332461
997.08234,1543848332562
997.084,1543848332661
997.0804,1543848332766
997.0804,1543848332858
997.0752,1543848332982
997.0698,1543848333057
997.0631,1543848333159
997.06647,1543848333260
997.05927,1543848333357
997.0575,1543848333457
997.0576,1543848333555
997.0592,1543848333656
997.05896,1543848333753
997.0623,1543848333853
997.0584,1543848333952
997.0584,1543848334052
997.0548,1543848334153
997.06165,1543848334250
997.06335,1543848334349
997.0631,1543848334450
997.06464,1543848334550
997.0663,1543848334669
997.0699,1543848334747
997.0748,1543848334847
997.0731,1543848334950
997.07104,1543848335046
997.0762,1543848335145
997.081,1543848335247
997.0774,1543848335344
997.0788,1543848335444
997.0788,1543848335545
997.08026,1543848335647
997.0837,1543848335743
997.08856,1543848335840
997.0798,1543848335941
997.0798,1543848336042
997.0781,1543848336138
997.0729,1543848336243
997.0691,1543848336340
997.0691,1543848336439
997.0742,1543848336537
997.07745,1543848336640
997.0688,1543848336738
997.0706,1543848336839
997.0723,1543848336934
997.072,1543848337035
997.0791,1543848337133
997.0754,1543848337238
997.07367,1543848337337
997.072,1543848337434
997.07007,1543848337531
997.06305,1543848337633
997.06433,1543848337734
997.0677,1543848337831
997.0637,1543848337930
997.06726,1543848338028
997.0622,1543848338130
997.06726,1543848338228
997.0671,1543848338328
997.0685,1543848338426
997.0718,1543848338526
997.07684,1543848338629
997.07654,1543848338727
997.07465,1543848338829
997.07294,1543848338923
997.07965,1543848339023
997.07465,1543848339126
997.0693,1543848339222
997.0693,1543848339322
997.06415,1543848339421
997.0625,1543848339519
997.0692,1543848339619
997.0689,1543848339718
997.0688,1543848339823
997.0682,1543848339917
997.0679,1543848340017
997.0609,1543848340114
997.0522,1543848340215
997.0505,1543848340319
997.0522,1543848340418
997.05035,1543848340513
997.0519,1543848340612
997.0536,1543848340712
997.0517,1543848340811
997.05676,1543848340911
997.0618,1543848341012
997.06195,1543848341109
997.0652,1543848341209
997.0583,1543848341309
997.05804,1543848341412
997.0632,1543848341508
997.0612,1543848341607
997.0612,1543848341710
997.05414,1543848341804
997.0576,1543848341907
997.05896,1543848342004
997.064,1543848342104
997.0623,1543848342202
997.06757,1543848342305
997.0622,1543848342402
997.0651,1543848342502
997.0702,1543848342600
997.06836,1543848342700
997.07,1543848342799
