ts_start,ts_end,location
1542644542217,1542644549969,OUT
1542644549985,1542644554586,HALL
1542644554602,1542644558999,KITCHEN
1542644559037,1542644571572,DINING_ROOM
1542644571589,1542644577516,KITCHEN
1542644577532,1542644583983,DINING_ROOM
1542644584009,1542644594997,KITCHEN
1542644595002,1542644601279,DINING_ROOM
1542644601307,1542644644270,KITCHEN
1542644644394,1542644658125,HALL
1542644658154,1542644664118,MEDICINE_AREA
1542644664131,1542644674806,HALL
1542644674808,1542644682045,KITCHEN
1542644682110,1542644703788,DINING_ROOM
1542644703808,1542644721288,KITCHEN
1542644721311,1542644772510,DINING_ROOM
1542644772530,1542644776371,KITCHEN
1542644776483,1542644779714,DINING_ROOM
1542644779718,1542644782985,KITCHEN
1542644783018,1542644790705,DINING_ROOM
1542644790736,1542644812047,KITCHEN
1542644812070,1542644824609,DINING_ROOM
1542644824639,1542644902609,KITCHEN
1542644902640,1542644903716,HALL
1542644903749,1542644906192,MEDICINE_AREA
1542644906231,1542645141899,LIVING_ROOM
1542645141940,1542645155999,MEDICINE_AREA
1542645156021,1542645162134,HALL
1542645162154,1542645171973,KITCHEN
1542645172077,1542645203162,DINING_ROOM
1542645203189,1542645212836,KITCHEN
1542645212966,1542645214076,HALL
1542645214089,1542645222862,MEDICINE_AREA
1542645222988,1542645229076,HALL
