ts_start,ts_end,act
1542644542217,1542644557108,TRANSITION
1542644557136,1542644604895,SETTING_UP_TABLE
1542644604957,1542644615404,TRANSITION
1542644615496,1542644644270,COOKING
1542644644394,1542644723369,TRANSITION
1542644723568,1542644765757,EATING
1542644765796,1542644769581,TRANSITION
1542644769598,1542644828912,CLEARING_TABLE
1542644828944,1542644832021,TRANSITION
1542644832076,1542644867708,WASHING_DISHES
1542644867741,1542644909021,TRANSITION
1542644909049,1542644998994,WATCHING_TV
1542644999013,1542645053143,MAKING_PHONE_CALL
1542645053173,1542645058981,TRANSITION
1542645058999,1542645138878,WATCHING_TV
1542645138879,1542645143588,TRANSITION
1542645143616,1542645197953,TAKING_MEDICINES
1542645198036,1542645229076,TRANSITION
