sensor_id,sensor_status,ts,subject_id
R5,"ON",1542646081756,"209"
R5,"OFF",1542646085268,"209"
R1,"ON",1542646088251,"209"
R1,"OFF",1542646094764,"209"
R7,"ON",1542646101357,"209"
R7,"OFF",1542646105836,"209"
P1,"ON",1542646156150,"209"
P1,"OFF",1542646187144,"209"
R7,"ON",1542646192631,"209"
R7,"OFF",1542646196474,"209"
P1,"ON",1542646201496,"209"
P1,"OFF",1542646229804,"209"
R5,"ON",1542646263146,"209"
R5,"OFF",1542646265621,"209"
R7,"ON",1542646272301,"209"
R7,"OFF",1542646276212,"209"
P2,"ON",1542646345809,"209"
P2,"OFF",1542646415186,"209"
R6,"ON",1542646418884,"209"
R6,"OFF",1542646427330,"209"
P2,"ON",1542646436611,"209"
P2,"OFF",1542646467871,"209"
R6,"ON",1542646472263,"209"
R6,"OFF",1542646477426,"209"
