sensor_id,sensor_status,ts,subject_id
R7,"ON",1542885533066,"202"
R7,"OFF",1542885538116,"202"
R6,"ON",1542885551874,"205"
R6,"OFF",1542885566596,"205"
R1,"ON",1542885577307,"205"
R1,"OFF",1542885587739,"205"
R1,"ON",1542885611335,"205"
R1,"OFF",1542885619051,"205"
R6,"ON",1542885620381,"202"
R2,"ON",1542885621979,"205"
R2,"OFF",1542885627062,"205"
R6,"OFF",1542885635505,"202"
R7,"ON",1542885648886,"202"
R7,"OFF",1542885653612,"202"
P1,"ON",1542885662594,"202"
P4,"ON",1542885698000,"205"
P4,"OFF",1542885793000,"205"
P1,"OFF",1542885796082,"202"
P2,"ON",1542885810045,"202"
E2,"ON",1542886000837,"205"
P2,"OFF",1542886002538,"202"
P7,"ON",1542886003000,"205"
P3,"ON",1542886004000,"202"
P3,"OFF",1542886117000,"202"
E2,"OFF",1542886123816,"202"
P7,"OFF",1542886127000,"205"
