ts_start,ts_end,location
1544693431351,1544693437203,HALL
1544693437236,1544693441782,KITCHEN
1544693435421,1544693437198,HALL
1544693437236,1544693441783,KITCHEN
1544693435422,1544693437200,HALL
1544693437239,1544693441783,KITCHEN
1544693435420,1544693437198,HALL
1544693437237,1544693441787,KITCHEN
1544693435446,1544693437203,HALL
1544693437239,1544693503735,KITCHEN
1544693503758,1544693505260,DINING_ROOM
1544693498819,1544693503722,KITCHEN
1544693503758,1544693505260,DINING_ROOM
1544693498818,1544693503723,KITCHEN
1544693503758,1544693505261,DINING_ROOM
1544693498820,1544693503723,KITCHEN
1544693503758,1544693505287,DINING_ROOM
1544693498811,1544693503735,KITCHEN
1544693503771,1544693514452,DINING_ROOM
1544693514486,1544693518172,KITCHEN
1544693511694,1544693514452,DINING_ROOM
1544693514488,1544693518201,KITCHEN
1544693511701,1544693514448,DINING_ROOM
1544693514486,1544693518201,KITCHEN
1544693511700,1544693514447,DINING_ROOM
1544693514487,1544693518203,KITCHEN
1544693511703,1544693514447,DINING_ROOM
1544693514488,1544693528785,KITCHEN
1544693528810,1544693537190,DINING_ROOM
1544693537225,1544693537259,KITCHEN
1544693530782,1544693537190,DINING_ROOM
1544693537225,1544693537260,KITCHEN
1544693530765,1544693537166,DINING_ROOM
1544693537260,1544693537260,KITCHEN
1544693530765,1544693537167,DINING_ROOM
1544693537260,1544693537261,KITCHEN
1544693530765,1544693537167,DINING_ROOM
1544693537261,1544693547802,KITCHEN
1544693547815,1544693633073,DINING_ROOM
1544693633075,1544693638350,KITCHEN
1544693638382,1544693633045,DINING_ROOM
1544693633078,1544693638350,KITCHEN
1544693638382,1544693633055,DINING_ROOM
1544693633075,1544693638350,KITCHEN
1544693638390,1544693633054,DINING_ROOM
1544693633075,1544693638348,KITCHEN
1544693638389,1544693633073,DINING_ROOM
1544693633113,1544693638347,KITCHEN
1544693638389,1544693650515,DINING_ROOM
1544693650535,1544693652215,KITCHEN
1544693645784,1544693650496,DINING_ROOM
1544693650536,1544693652215,KITCHEN
1544693645784,1544693650495,DINING_ROOM
1544693650535,1544693652215,KITCHEN
1544693645784,1544693650496,DINING_ROOM
1544693650536,1544693652233,KITCHEN
1544693645790,1544693650515,DINING_ROOM
1544693650545,1544693718488,KITCHEN
1544693718526,1544693719318,HALL
1544693719350,1544693720763,MEDICINE_AREA
1544693720797,1544693725479,LIVING_ROOM
1544693725483,1544693904000,OFFICE
