x,y,z,ts
0.3052778,0.21369445,0.12577444,1542366390265
0.30894113,0.18683001,0.12699556,1542366390266
0.30161446,0.16485001,0.12089001,1542366390280
0.29184556,0.15752333,0.109900005,1542366390299
0.25887558,0.14897557,0.08425667,1542366390317
0.20392556,0.13188,0.06349778,1542366390337
0.17095557,0.13676445,0.05006556,1542366390357
0.12821667,0.13188,0.042738892,1542366390384
0.10867889,0.11478445,0.037854444,1542366390408
0.12455334,0.10867889,0.05250778,1542366390417
0.14287001,0.12577444,0.06594,1542366390445
0.14042778,0.13310112,0.089141116,1542366390456
0.13798556,0.12577444,0.109900005,1542366390482
0.11844778,0.12455334,0.11356334,1542366390498
0.10745778,0.11844778,0.10013112,1542366390517
0.09280445,0.11356334,0.08669889,1542366390537
0.068382226,0.10135223,0.078151114,1542366390558
0.06716111,0.08059334,0.06960334,1542366390585
0.045181114,0.068382226,0.058613338,1542366390599
0.051286668,0.06960334,0.042738892,1542366390619
0.04151778,0.07204556,0.03297,1542366390635
0.03052778,0.089141116,0.024422223,1542366390663
0.029306669,0.10013112,0.03052778,1542366390682
0.02075889,0.109900005,0.04029667,1542366390695
0.008547778,0.10745778,0.04396,1542366390714
0.012211111,0.11966889,0.036633335,1542366390736
0.015874445,0.12577444,0.02198,1542366390763
0.015874445,0.12455334,0.017095556,1542366390784
0.023201112,0.11478445,0.018316668,1542366390797
0.025643334,0.10745778,0.019537779,1542366390813
0.03052778,0.08425667,0.02075889,1542366390839
0.039075557,0.06349778,0.028085556,1542366390853
0.03174889,0.05006556,0.035412222,1542366390875
0.03052778,0.035412222,0.05006556,1542366390891
0.017095556,0.029306669,0.059834447,1542366390915
0.0012211112,0.02075889,0.06105556,1542366390935
-0.019537779,0.014653334,0.054950003,1542366390954
-0.035412222,0.0048844446,0.05006556,1542366390983
-0.039075557,-0.014653334,0.05006556,1542366390992
-0.04396,-0.026864445,0.054950003,1542366391012
-0.03052778,-0.03174889,0.059834447,1542366391050
-0.037854444,-0.029306669,0.054950003,1542366391055
-0.05617111,-0.024422223,0.048844445,1542366391072
-0.06960334,-0.02198,0.047623336,1542366391096
-0.081814446,-0.025643334,0.05006556,1542366391111
-0.09646778,-0.034191113,0.051286668,1542366391132
-0.11844778,-0.042738892,0.048844445,1542366391151
-0.09524667,-0.05372889,0.06105556,1542366391172
-0.08669889,-0.064718895,0.068382226,1542366391190
-0.07326667,-0.08059334,0.07693,1542366391208
-0.07204556,-0.09036223,0.081814446,1542366391231
-0.08425667,-0.10379445,0.085477784,1542366391248
-0.09402556,-0.10745778,0.07937223,1542366391280
-0.11600556,-0.11234222,0.078151114,1542366391291
-0.106236674,-0.10867889,0.08303556,1542366391309
-0.10379445,-0.10379445,0.09036223,1542366391337
-0.10745778,-0.09402556,0.08669889,1542366391346
-0.11844778,-0.085477784,0.07937223,1542366391380
-0.12455334,-0.07693,0.064718895,1542366391394
-0.11112112,-0.07937223,0.064718895,1542366391406
-0.109900005,-0.078151114,0.05617111,1542366391430
-0.09768889,-0.07570889,0.051286668,1542366391445
-0.081814446,-0.064718895,0.051286668,1542366391476
-0.07326667,-0.059834447,0.046402223,1542366391490
-0.07693,-0.06105556,0.04151778,1542366391509
-0.07448778,-0.06227667,0.042738892,1542366391527
-0.07326667,-0.058613338,0.047623336,1542366391548
-0.06960334,-0.05006556,0.04396,1542366391572
-0.064718895,-0.04151778,0.047623336,1542366391584
-0.07204556,-0.035412222,0.04029667,1542366391607
-0.07570889,-0.028085556,0.04151778,1542366391627
-0.08059334,-0.015874445,0.042738892,1542366391645
-0.081814446,-0.0012211112,0.039075557,1542366391670
-0.07937223,-0.0048844446,0.035412222,1542366391689
-0.085477784,-0.0048844446,0.03174889,1542366391704
-0.07937223,-0.007326667,0.026864445,1542366391728
-0.09036223,-0.0012211112,0.01099,1542366391741
-0.08303556,0.0048844446,-0.01099,1542366391767
-0.06960334,0.0048844446,-0.028085556,1542366391780
-0.03297,0.009768889,-0.029306669,1542366391803
0.0012211112,0.01099,-0.023201112,1542366391823
0.007326667,0.012211111,-0.017095556,1542366391843
0.025643334,0.014653334,-0.01099,1542366391868
0.013432222,0.018316668,-0.015874445,1542366391880
0.007326667,0.02198,-0.017095556,1542366391904
-0.0036633336,0.024422223,-0.02198,1542366391922
-0.013432222,0.013432222,-0.02075889,1542366391941
-0.01099,0.0,-0.017095556,1542366391963
-0.009768889,0.0,-0.015874445,1542366391979
-0.0036633336,0.009768889,-0.017095556,1542366392002
-0.007326667,0.017095556,-0.02075889,1542366392024
0.01099,0.024422223,-0.009768889,1542366392048
0.0048844446,0.026864445,-0.0024422223,1542366392062
0.019537779,0.028085556,0.0012211112,1542366392082
0.019537779,0.023201112,-0.0024422223,1542366392115
0.012211111,0.019537779,-0.0048844446,1542366392120
-0.0036633336,0.02075889,-0.014653334,1542366392138
-0.014653334,0.014653334,-0.017095556,1542366392164
-0.0036633336,0.012211111,-0.013432222,1542366392181
0.0024422223,0.015874445,-0.0024422223,1542366392197
0.012211111,0.019537779,0.0061055557,1542366392221
0.0,0.019537779,0.0012211112,1542366392237
0.0012211112,0.02198,-0.0024422223,1542366392262
-0.019537779,0.03174889,-0.012211111,1542366392284
-0.029306669,0.026864445,-0.014653334,1542366392302
-0.03174889,0.025643334,-0.009768889,1542366392319
-0.029306669,0.02075889,-0.012211111,1542366392342
-0.018316668,0.019537779,-0.007326667,1542366392362
-0.0048844446,0.014653334,-0.0036633336,1542366392379
-0.0036633336,0.025643334,-0.0061055557,1542366392402
-0.02075889,0.028085556,-0.008547778,1542366392415
-0.024422223,0.034191113,-0.01099,1542366392437
-0.039075557,0.036633335,-0.013432222,1542366392464
-0.036633335,0.025643334,-0.009768889,1542366392484
-0.03052778,0.023201112,-0.0048844446,1542366392499
-0.02198,0.014653334,-0.0012211112,1542366392516
