ts_start,ts_end,act
1544693921621,1544693928117,TRANSITION
1544693928339,1544693965956,PREPARING_COLD_MEAL
1544693965964,1544693966560,TRANSITION
1544693966575,1544694016500,SETTING_UP_TABLE
1544694016542,1544694025795,TRANSITION
1544694025815,1544694061792,TAKING_MEDICINES
1544694061828,1544694063585,TRANSITION
1544694057211,1544694061788,TAKING_MEDICINES
1544694061828,1544694063585,TRANSITION
1544694057211,1544694061788,TAKING_MEDICINES
1544694061828,1544694063586,TRANSITION
1544694057211,1544694061788,TAKING_MEDICINES
1544694061830,1544694063587,TRANSITION
1544694057212,1544694061792,TAKING_MEDICINES
1544694061829,1544694107030,TRANSITION
1544694107037,1544694108204,EATING
1544694101825,1544694106997,TRANSITION
1544694107037,1544694108204,EATING
1544694101826,1544694106997,TRANSITION
1544694107037,1544694108205,EATING
1544694101826,1544694106997,TRANSITION
1544694107037,1544694108207,EATING
1544694101829,1544694107030,TRANSITION
1544694107067,1544694190067,EATING
1544694190086,1544694191745,TRANSITION
1544694185309,1544694190051,EATING
1544694190089,1544694191745,TRANSITION
1544694185309,1544694190052,EATING
1544694190086,1544694191746,TRANSITION
1544694185309,1544694190052,EATING
1544694190090,1544694191756,TRANSITION
1544694185313,1544694190067,EATING
1544694190101,1544694207895,TRANSITION
1544694207913,1544694211090,USING_PC
1544694204477,1544694207892,TRANSITION
1544694207940,1544694211090,USING_PC
1544694204477,1544694207892,TRANSITION
1544694207939,1544694211094,USING_PC
1544694204478,1544694207895,TRANSITION
1544694207934,1544694211117,USING_PC
1544694204469,1544694207879,TRANSITION
1544694207913,1544694263537,USING_PC
1544694263556,1544694264839,TRANSITION
1544694264841,1544694370570,MAKING_PHONE_CALL
1544694370598,1544694376166,TRANSITION
1544694376189,1544694534773,WATCHING_TV
