ts_start,ts_end,act
1543315808487,1543315825614,TRANSITION
1543315825620,1543315919525,COOKING
1543315919536,1543315939043,TRANSITION
1543315939047,1543316033525,EATING
1543316033539,1543316053308,TRANSITION
1543316053321,1543316142917,WASHING_DISHES
1543316142927,1543316156110,TRANSITION
1543316156133,1543316229847,WATCHING_TV
1543316229856,1543316313760,MAKING_PHONE_CALL
1543316313772,1543316392968,WATCHING_TV
1543316392986,1543316450856,TAKING_MEDICINES
1543316450960,1543316486246,TRANSITION
