value,ts
992.09,1543315808488
992.08,1543315808534
992.04,1543315808585
992.03,1543315808633
992.06,1543315808683
992.08,1543315808733
992.11,1543315808784
992.13,1543315808834
992.13,1543315808884
992.1,1543315808938
992.11,1543315808987
992.11,1543315809057
992.09,1543315809122
992.09,1543315809143
992.07,1543315809188
992.07,1543315809243
992.1,1543315809294
992.12,1543315809343
992.12,1543315809389
992.11,1543315809449
992.11,1543315809501
992.18,1543315809543
992.23,1543315809596
992.24,1543315809692
992.2,1543315809695
992.13,1543315809744
992.05,1543315809792
992.02,1543315809850
992.01,1543315809894
992.03,1543315809950
992.07,1543315810003
992.1,1543315810047
992.12,1543315810097
992.1,1543315810151
992.1,1543315810199
992.1,1543315810249
992.15,1543315810351
992.17,1543315810358
992.14,1543315810398
992.13,1543315810464
992.09,1543315810503
992.03,1543315810558
992.01,1543315810601
992.02,1543315810656
992.01,1543315810764
992.02,1543315810766
992.02,1543315810801
992.02,1543315810854
992.06,1543315810921
992.06,1543315810953
992.08,1543315811006
992.07,1543315811086
992.07,1543315811110
992.09,1543315811155
992.1,1543315811204
992.09,1543315811319
992.09,1543315811319
992.09,1543315811355
992.1,1543315811403
992.12,1543315811453
992.13,1543315811502
992.12,1543315811552
992.13,1543315811603
992.14,1543315811685
992.12,1543315811710
992.1,1543315811760
992.08,1543315811813
992.09,1543315811861
992.1,1543315811908
992.08,1543315811958
992.07,1543315812026
992.06,1543315812059
992.08,1543315812109
992.15,1543315812160
992.15,1543315812248
992.17,1543315812265
992.18,1543315812312
992.17,1543315812385
992.17,1543315812417
992.16,1543315812469
992.19,1543315812512
992.19,1543315812562
992.16,1543315812614
992.13,1543315812662
992.09,1543315812714
992.1,1543315812810
992.09,1543315812817
992.1,1543315812870
992.1,1543315812916
992.14,1543315812967
992.17,1543315813016
992.2,1543315813071
992.22,1543315813119
992.22,1543315813168
992.22,1543315813237
992.21,1543315813304
992.22,1543315813318
992.21,1543315813368
992.22,1543315813418
992.23,1543315813467
992.25,1543315813517
992.29,1543315813573
992.26,1543315813619
992.24,1543315813668
992.21,1543315813729
