ts_start,ts_end,act
1543317211861,1543317221933,TRANSITION
1543317221961,1543317233666,ENTERING_HOME
1543317233682,1543317239712,TRANSITION
1543317239746,1543317244555,ENTERING_HOME
1543317244571,1543317286090,TRANSITION
1543317286115,1543317320692,EATING
1543317320714,1543317338699,TRANSITION
1543317338716,1543317341499,EATING
1543317341602,1543317343601,TRANSITION
1543317343626,1543317368090,EATING
1543317368111,1543317375539,TRANSITION
1543317375576,1543317396939,EATING
1543317397438,1543317398834,TRANSITION
1543317398835,1543317404610,EATING
1543317404634,1543317415912,TRANSITION
1543317416233,1543317466806,TAKING_MEDICINES
1543317466836,1543317473600,TRANSITION
1543317473622,1543317552319,MAKING_PHONE_CALL
1543317552339,1543317570831,TRANSITION
1543317570832,1543317908408,WATCHING_TV
1543317908434,1543317911571,TRANSITION
