ts_start,ts_end,location
1543317211861,1543317225521,OUT
1543317225555,1543317231377,HALL
1543317231409,1543317232753,KITCHEN
1543317232769,1543317235729,DINING_ROOM
1543317235767,1543317237338,KITCHEN
1543317237355,1543317246417,HALL
1543317246431,1543317248078,KITCHEN
1543317248085,1543317411236,DINING_ROOM
1543317411265,1543317414049,KITCHEN
1543317414074,1543317414995,HALL
1543317414997,1543317423903,MEDICINE_AREA
1543317423933,1543317425235,HALL
1543317425249,1543317427178,KITCHEN
1543317427189,1543317553325,DINING_ROOM
1543317553344,1543317556032,KITCHEN
1543317556037,1543317557433,HALL
1543317557454,1543317559069,MEDICINE_AREA
1543317559088,1543317909299,LIVING_ROOM
1543317909347,1543317911571,MEDICINE_AREA
