ts_start,ts_end,act
1542884777835,1542884783799,TRANSITION
1542884783820,1542884794230,ENTERING_HOME
1542884794241,1542884809269,TRANSITION
1542884809294,1542884917625,WATCHING_TV
1542884917655,1542884930268,TRANSITION
1542884930298,1542884988678,PREPARING_COLD_MEAL
1542884988716,1542884992272,TRANSITION
1542884992281,1542885047373,ANSWERING_PHONE
1542885047410,1542885053989,TRANSITION
1542885054031,1542885109855,MAKING_PHONE_CALL
1542885109874,1542885113043,TRANSITION
1542885113051,1542885120258,LEAVING_HOME
1542885120278,1542885155906,TRANSITION
1542885155939,1542885164793,ENTERING_HOME
1542885164829,1542885241661,TRANSITION
