ts_start,ts_end,location
1542720806327,1542720810677,OUT
1542720810698,1542720832918,HALL
1542720832938,1542720841588,KITCHEN
1542720841601,1542720843510,HALL
1542720843519,1542720856329,MEDICINE_AREA
1542720856346,1542720858368,HALL
1542720858391,1542720899589,KITCHEN
1542720899603,1542720900684,HALL
1542720900692,1542720909299,MEDICINE_AREA
1542720909303,1542720910257,HALL
1542720910310,1542720934982,KITCHEN
1542720934998,1542720945544,DINING_ROOM
1542720945548,1542720955964,KITCHEN
1542720955978,1542720960411,DINING_ROOM
1542720960438,1542720973913,KITCHEN
1542720973928,1542720984447,DINING_ROOM
1542720984456,1542720993584,KITCHEN
1542720993597,1542720997949,DINING_ROOM
1542720997979,1542721029286,KITCHEN
1542721029309,1542721044370,DINING_ROOM
1542721045179,1542721064431,KITCHEN
1542721064489,1542721210249,DINING_ROOM
1542721210258,1542721212411,KITCHEN
1542721212431,1542721218831,DINING_ROOM
1542721218848,1542721223044,KITCHEN
1542721223047,1542721226424,DINING_ROOM
1542721226432,1542721234530,KITCHEN
1542721234552,1542721238295,DINING_ROOM
1542721238782,1542721252586,KITCHEN
1542721252614,1542721263181,DINING_ROOM
1542721263301,1542721345124,KITCHEN
1542721345125,1542721348260,HALL
1542721348264,1542721350310,MEDICINE_AREA
1542721350325,1542721551488,LIVING_ROOM
1542721551489,1542721555018,MEDICINE_AREA
1542721555037,1542721562419,HALL
1542721562662,1542721563910,OUT
