ts_start,ts_end,act
1542720806327,1542720812101,TRANSITION
1542720812128,1542720832938,ENTERING_HOME
1542720832984,1542720844098,TRANSITION
1542720844119,1542720918122,TAKING_MEDICINES
1542720918136,1542720932459,TRANSITION
1542720932470,1542720998604,SETTING_UP_TABLE
1542720998612,1542721002045,TRANSITION
1542721002060,1542721091890,PREPARING_COLD_MEAL
1542721092047,1542721122552,TRANSITION
1542721122559,1542721198928,EATING
1542721199275,1542721209270,TRANSITION
1542721209291,1542721266564,CLEARING_TABLE
1542721266572,1542721270710,TRANSITION
1542721270721,1542721343729,WASHING_DISHES
1542721343783,1542721355204,TRANSITION
1542721355212,1542721547663,WATCHING_TV
1542721547676,1542721563910,TRANSITION
