ts_start,ts_end,act
1543245800244,1543245826053,TRANSITION
1543245826078,1543245840598,ENTERING_HOME
1543245840633,1543245847105,TRANSITION
1543245847129,1543245916176,WATCHING_TV
1543245916187,1543245929191,TRANSITION
1543245929210,1543246039750,COOKING
1543246039768,1543246100896,TRANSITION
1543246100910,1543246157279,EATING
1543246157296,1543246167888,TRANSITION
1543246167908,1543246210534,TAKING_MEDICINES
1543246210553,1543246213120,TRANSITION
1543246213136,1543246304258,USING_PC
1543246304292,1543246307624,TRANSITION
1543246307637,1543246433015,ANSWERING_PHONE
1543246433036,1543246446885,TRANSITION
1543246446902,1543246472010,LEAVING_HOME
