sensor_id,sensor_status,ts,subject_id
R7,"ON",1544019106884,"208"
R7,"OFF",1544019110669,"208"
P1,"ON",1544019128660,"208"
P6,"ON",1544019129000,"209"
P5,"ON",1544019137000,"202"
P4,"ON",1544019195000,"205"
P6,"OFF",1544019274000,"209"
E2,"ON",1544019291688,"209"
P7,"ON",1544019293000,"209"
P4,"OFF",1544019312000,"205"
P5,"OFF",1544019320000,"202"
P1,"OFF",1544019321144,"208"
P8,"ON",1544019332000,"202"
P9,"ON",1544019337000,"208"
R7,"ON",1544019367812,"205"
R7,"OFF",1544019372258,"205"
P8,"OFF",1544019412000,"202"
P8,"ON",1544019417000,"202"
P8,"OFF",1544019445000,"202"
R5,"ON",1544019451807,"202"
R5,"OFF",1544019455291,"202"
E1,"ON",1544019474779,"202"
R1,"ON",1544019479427,"202"
R1,"OFF",1544019486017,"202"
P9,"OFF",1544019493000,"208"
R1,"ON",1544019551480,"202"
E2,"OFF",1544019558687,"209"
R1,"OFF",1544019559009,"202"
E1,"OFF",1544019606790,"202"
R7,"ON",1544019612261,"202"
R7,"OFF",1544019616096,"202"
R7,"ON",1544019619862,"202"
R7,"OFF",1544019623646,"202"
P7,"OFF",1544019659000,"209"
