ts_start,ts_end,location
1542813841679,1542813854066,OUT
1542813854101,1542813868053,HALL
1542813868057,1542813868744,MEDICINE_AREA
1542813868771,1542814138728,LIVING_ROOM
1542814138739,1542814140393,MEDICINE_AREA
1542814140394,1542814141219,HALL
1542814141244,1542814229034,KITCHEN
1542814229053,1542814232620,HALL
1542814232651,1542814240576,MEDICINE_AREA
1542814240676,1542814243513,HALL
1542814243538,1542814270389,MEDICINE_AREA
1542814270413,1542814275753,HALL
1542814276093,1542814284351,MEDICINE_AREA
1542814284447,1542814289018,HALL
1542814289052,1542814298975,MEDICINE_AREA
1542814298994,1542814301666,HALL
1542814301685,1542814308283,MEDICINE_AREA
1542814308311,1542814311630,HALL
1542814311653,1542814319967,MEDICINE_AREA
1542814319992,1542814326716,HALL
1542814326740,1542814332706,MEDICINE_AREA
1542814332715,1542814352517,HALL
1542814352554,1542814463800,OUT
1542814463864,1542814493953,HALL
