ts_start,ts_end,location
1542383601744,1542383605216,OUT
1542383605235,1542383617451,HALL
1542383617467,1542383675615,KITCHEN
1542383675625,1542383681100,DINING_ROOM
1542383681103,1542383687580,KITCHEN
1542383687629,1542383771174,DINING_ROOM
1542383771240,1542383774381,KITCHEN
1542383774383,1542383781925,DINING_ROOM
1542383781951,1542383841479,KITCHEN
1542383841489,1542383842784,HALL
1542383842798,1542383845485,MEDICINE_AREA
1542383845512,1542383846317,LIVING_ROOM
1542383846343,1542383852858,MEDICINE_AREA
1542383852875,1542383858250,HALL
1542383858268,1542383860354,KITCHEN
1542383860388,1542383925282,DINING_ROOM
1542383925316,1542383928263,KITCHEN
1542383928280,1542383929629,HALL
1542383929665,1542383930843,MEDICINE_AREA
1542383930865,1542383933355,LIVING_ROOM
1542383933366,1542384076317,OFFICE
1542384076341,1542384078466,LIVING_ROOM
1542384078503,1542384088599,MEDICINE_AREA
1542384088625,1542384090530,LIVING_ROOM
1542384090547,1542384105342,OFFICE
1542384105356,1542384107345,LIVING_ROOM
1542384107375,1542384113990,MEDICINE_AREA
1542384114016,1542384118378,HALL
