ts_start,ts_end,act
1542383601744,1542383606647,TRANSITION
1542383606664,1542383616642,ENTERING_HOME
1542383616658,1542383618920,TRANSITION
1542383618942,1542383673513,PREPARING_COLD_MEAL
1542383673524,1542383690830,TRANSITION
1542383690847,1542383725792,EATING
1542383725945,1542383730408,TRANSITION
1542383730435,1542383741405,EATING
1542383741420,1542383744063,TRANSITION
1542383744086,1542383763525,EATING
1542383763546,1542383788041,TRANSITION
1542383788042,1542383833699,WASHING_DISHES
1542383833702,1542383836727,TRANSITION
1542383836737,1542383924730,ANSWERING_PHONE
1542383924759,1542383935483,TRANSITION
1542383935502,1542384073539,USING_PC
1542384073573,1542384079225,TRANSITION
1542384079253,1542384105271,TAKING_MEDICINES
1542384105307,1542384118378,TRANSITION
