ts_start,ts_end,location
1544017732609,1544017907449,LIVING_ROOM
1544017907466,1544017910660,MEDICINE_AREA
1544017910719,1544017911540,HALL
1544017911570,1544018020954,KITCHEN
1544018020981,1544018027964,DINING_ROOM
1544018027993,1544018028963,KITCHEN
1544018028995,1544018033664,DINING_ROOM
1544018033694,1544018047192,KITCHEN
1544018047220,1544018054807,DINING_ROOM
1544018054835,1544018061727,KITCHEN
1544018061728,1544018063405,HALL
1544018063421,1544018069853,MEDICINE_AREA
1544018069882,1544018081530,LIVING_ROOM
