sensor_id,sensor_status,ts,subject_id
R1,"ON",1542291008141,"201"
R1,"OFF",1542291015677,"201"
R5,"ON",1542291041368,"201"
R5,"OFF",1542291044053,"201"
E1,"ON",1542291056203,"201"
R1,"ON",1542291065213,"201"
R1,"OFF",1542291080258,"201"
R1,"ON",1542291118050,"201"
R1,"OFF",1542291122069,"201"
R7,"ON",1542291127317,"201"
R7,"OFF",1542291134296,"201"
R2,"ON",1542291137691,"201"
R2,"OFF",1542291142295,"201"
R7,"ON",1542291155196,"201"
R7,"OFF",1542291159872,"201"
E1,"OFF",1542291169213,"201"
R2,"ON",1542291173422,"201"
R2,"OFF",1542291176768,"201"
R7,"ON",1542291242002,"201"
R7,"OFF",1542291247916,"201"
P1,"ON",1542291258000,"201"
P1,"OFF",1542291362000,"201"
R7,"ON",1542291386380,"201"
R7,"OFF",1542291389450,"201"
