sensor_id,sensor_status,ts,subject_id
R5,"ON",1542794699216,"206"
R5,"OFF",1542794703457,"206"
E1,"ON",1542794705960,"206"
R1,"ON",1542794725433,"206"
R1,"OFF",1542794733158,"206"
R1,"ON",1542794751942,"206"
R1,"OFF",1542794761440,"206"
R5,"ON",1542794788346,"206"
R5,"OFF",1542794792110,"206"
R7,"ON",1542794796606,"206"
R7,"OFF",1542794806575,"206"
R2,"ON",1542794815182,"206"
R2,"OFF",1542794821142,"206"
R7,"ON",1542794829740,"206"
R7,"OFF",1542794836095,"206"
E1,"OFF",1542794844955,"206"
R7,"ON",1542794879878,"206"
R7,"OFF",1542794890353,"206"
P1,"ON",1542794906292,"206"
P1,"OFF",1542794975712,"206"
R6,"ON",1542794994917,"206"
R6,"OFF",1542794999756,"206"
P2,"ON",1542795008752,"206"
P2,"OFF",1542795113605,"206"
