ts_start,ts_end,act
1543847192217,1543847215255,TRANSITION
1543847215274,1543847404376,COOKING
1543847404380,1543847450378,TRANSITION
1543847450390,1543847483375,EATING
1543847483382,1543847485789,TRANSITION
1543847485808,1543847490019,EATING
1543847490086,1543847493022,TRANSITION
1543847493042,1543847496423,EATING
1543847496439,1543847498892,TRANSITION
1543847498898,1543847521357,EATING
1543847521383,1543847526658,TRANSITION
1543847526679,1543847554838,EATING
1543847554858,1543847573305,TRANSITION
1543847573317,1543847724423,WASHING_DISHES
1543847724444,1543847736824,TRANSITION
