sensor_id,sensor_status,ts,subject_id
E2,"ON",1544006142947,"204"
R2,"ON",1544006144405,"208"
P3,"ON",1544006146000,"204"
R2,"OFF",1544006151758,"208"
P3,"OFF",1544006153000,"204"
P3,"ON",1544006169000,"204"
R1,"ON",1544006174606,"208"
R1,"OFF",1544006180589,"208"
R7,"ON",1544006192411,"208"
R7,"OFF",1544006198730,"208"
R5,"ON",1544006203004,"208"
R5,"OFF",1544006206228,"208"
R7,"ON",1544006217962,"208"
R7,"OFF",1544006221289,"208"
E1,"ON",1544006224488,"208"
E1,"OFF",1544006256484,"208"
R1,"ON",1544006281964,"208"
R1,"OFF",1544006290312,"208"
P1,"ON",1544006293851,"208"
P1,"OFF",1544006398777,"208"
P7,"ON",1544006409000,"208"
P3,"OFF",1544006518000,"204"
P7,"OFF",1544006522000,"208"
E2,"OFF",1544006532703,"208"
R7,"ON",1544006547488,"204"
R7,"OFF",1544006552226,"204"
R1,"ON",1544006568333,"204"
R2,"ON",1544006595530,"204"
R2,"OFF",1544006599382,"204"
R1,"OFF",1544006602357,"204"
E2,"ON",1544006710699,"208"
P3,"ON",1544006712000,"208"
P3,"OFF",1544006830000,"208"
E2,"OFF",1544006836697,"208"
R7,"ON",1544006920802,"208"
R7,"OFF",1544006925156,"208"
