ts_start,ts_end,location
1544018314118,1544018392990,OUT
1544018393001,1544018398001,HALL
1544018391924,1544018392969,OUT
1544018393001,1544018398019,HALL
1544018391919,1544018392931,OUT
1544018393050,1544018398021,HALL
1544018391921,1544018392990,OUT
1544018393018,1544018398021,HALL
1544018391920,1544018392931,OUT
1544018393050,1544018409261,HALL
1544018409263,1544018410917,MEDICINE_AREA
1544018404588,1544018409230,HALL
1544018409291,1544018410917,MEDICINE_AREA
1544018404587,1544018409232,HALL
1544018409291,1544018410947,MEDICINE_AREA
1544018404588,1544018409261,HALL
1544018409291,1544018410955,MEDICINE_AREA
1544018404586,1544018409232,HALL
1544018409263,1544018419615,MEDICINE_AREA
1544018419634,1544018423933,HALL
1544018417484,1544018419614,MEDICINE_AREA
1544018419644,1544018423935,HALL
1544018417484,1544018419614,MEDICINE_AREA
1544018419643,1544018423936,HALL
1544018417485,1544018419615,MEDICINE_AREA
1544018419643,1544018423944,HALL
1544018417498,1544018419600,MEDICINE_AREA
1544018419634,1544018429469,HALL
1544018429495,1544018430264,MEDICINE_AREA
1544018423994,1544018429317,HALL
1544018429518,1544018430265,MEDICINE_AREA
1544018423991,1544018429317,HALL
1544018429518,1544018430283,MEDICINE_AREA
1544018423975,1544018429321,HALL
1544018429519,1544018430291,MEDICINE_AREA
1544018423961,1544018429469,HALL
1544018429495,1544018446511,MEDICINE_AREA
1544018446530,1544018455055,HALL
1544018455080,1544018456190,MEDICINE_AREA
1544018449787,1544018455055,HALL
1544018455090,1544018456203,MEDICINE_AREA
1544018449770,1544018455049,HALL
1544018455109,1544018456205,MEDICINE_AREA
1544018449771,1544018455049,HALL
1544018455108,1544018456207,MEDICINE_AREA
1544018449771,1544018455050,HALL
1544018455080,1544018463539,MEDICINE_AREA
1544018463568,1544018466186,HALL
1544018466284,1544018463538,MEDICINE_AREA
1544018463569,1544018466171,HALL
1544018466490,1544018463538,MEDICINE_AREA
1544018463568,1544018466171,HALL
1544018466489,1544018463529,MEDICINE_AREA
1544018463570,1544018466186,HALL
1544018466488,1544018463539,MEDICINE_AREA
1544018463570,1544018466172,HALL
1544018466284,1544018480397,MEDICINE_AREA
1544018480412,1544018482764,HALL
1544018476524,1544018480397,MEDICINE_AREA
1544018480428,1544018482765,HALL
1544018476522,1544018480397,MEDICINE_AREA
1544018480427,1544018482768,HALL
1544018476525,1544018480367,MEDICINE_AREA
1544018480427,1544018482790,HALL
1544018476529,1544018480379,MEDICINE_AREA
1544018480412,1544018499265,HALL
1544018499293,1544018502193,MEDICINE_AREA
1544018495863,1544018499234,HALL
1544018499294,1544018502220,MEDICINE_AREA
1544018495864,1544018499265,HALL
1544018499293,1544018502220,MEDICINE_AREA
1544018495863,1544018499265,HALL
1544018499293,1544018502221,MEDICINE_AREA
1544018495882,1544018499258,HALL
1544018499295,1544018504083,MEDICINE_AREA
1544018504087,1544018508667,LIVING_ROOM
1544018502251,1544018504054,MEDICINE_AREA
1544018504087,1544018508668,LIVING_ROOM
1544018502250,1544018504057,MEDICINE_AREA
1544018504114,1544018508668,LIVING_ROOM
1544018502250,1544018504083,MEDICINE_AREA
1544018504113,1544018508670,LIVING_ROOM
1544018502256,1544018504050,MEDICINE_AREA
1544018504087,1544018715009,LIVING_ROOM
