ts_start,ts_end,act
1544018314118,1544018393996,TRANSITION
1544018394001,1544018398001,ENTERING_HOME
1544018391924,1544018393966,TRANSITION
1544018394001,1544018398019,ENTERING_HOME
1544018391919,1544018393996,TRANSITION
1544018394025,1544018398021,ENTERING_HOME
1544018391921,1544018393965,TRANSITION
1544018394025,1544018398021,ENTERING_HOME
1544018391920,1544018393996,TRANSITION
1544018394024,1544018403581,ENTERING_HOME
1544018403609,1544018404566,TRANSITION
1544018398050,1544018403556,ENTERING_HOME
1544018403609,1544018404567,TRANSITION
1544018398052,1544018403580,ENTERING_HOME
1544018403610,1544018404567,TRANSITION
1544018398051,1544018403558,ENTERING_HOME
1544018403609,1544018404568,TRANSITION
1544018398034,1544018403581,ENTERING_HOME
1544018403613,1544018406482,TRANSITION
1544018406785,1544018410917,MAKING_PHONE_CALL
1544018404588,1544018406480,TRANSITION
1544018406789,1544018410917,MAKING_PHONE_CALL
1544018404587,1544018406482,TRANSITION
1544018406790,1544018410947,MAKING_PHONE_CALL
1544018404588,1544018406482,TRANSITION
1544018406786,1544018410955,MAKING_PHONE_CALL
1544018404586,1544018406471,TRANSITION
1544018406785,1544018497884,MAKING_PHONE_CALL
1544018497904,1544018502193,TRANSITION
1544018495863,1544018497874,MAKING_PHONE_CALL
1544018497904,1544018502220,TRANSITION
1544018495864,1544018497874,MAKING_PHONE_CALL
1544018497941,1544018502220,TRANSITION
1544018495863,1544018497873,MAKING_PHONE_CALL
1544018497941,1544018502221,TRANSITION
1544018495882,1544018497884,MAKING_PHONE_CALL
1544018497916,1544018506508,TRANSITION
1544018506528,1544018508667,WATCHING_TV
1544018502251,1544018506479,TRANSITION
1544018506538,1544018508668,WATCHING_TV
1544018502250,1544018506508,TRANSITION
1544018506540,1544018508668,WATCHING_TV
1544018502250,1544018506479,TRANSITION
1544018506538,1544018508670,WATCHING_TV
1544018502256,1544018506494,TRANSITION
1544018506528,1544018712315,WATCHING_TV
1544018712322,1544018715009,TRANSITION
