ts_start,ts_end,location
1543333358021,1543333371120,HALL
1543333371138,1543333373290,MEDICINE_AREA
1543333373322,1543333443577,LIVING_ROOM
1543333443612,1543333445549,MEDICINE_AREA
1543333445579,1543333447096,HALL
1543333447126,1543333512495,KITCHEN
1543333512524,1543333516243,HALL
1543333516277,1543333529171,MEDICINE_AREA
1543333529194,1543333534088,LIVING_ROOM
1543333534118,1543333556312,OFFICE
1543333556346,1543333576295,LIVING_ROOM
1543333576322,1543333586080,OFFICE
1543333586103,1543333591119,LIVING_ROOM
1543333591144,1543333598383,MEDICINE_AREA
1543333598410,1543333603033,HALL
1543333603038,1543333611696,KITCHEN
1543333611721,1543333636246,HALL
1543333636275,1543333706480,OUT
1543333706498,1543333736408,HALL
