ts_start,ts_end,act
1542907450522,1542907459861,TRANSITION
1542907459863,1542907538814,PREPARING_COLD_MEAL
1542907538822,1542907549612,TRANSITION
1542907549700,1542907582053,TAKING_MEDICINES
1542907582067,1542907660573,TRANSITION
1542907660596,1542907676842,EATING
1542907676869,1542907685214,TRANSITION
1542907685275,1542907689322,EATING
1542907689342,1542907692996,TRANSITION
1542907693006,1542907697991,EATING
1542907698009,1542907707585,TRANSITION
1542907707634,1542907716724,EATING
1542907716731,1542907731181,TRANSITION
1542907731195,1542907808808,USING_PC
1542907808811,1542907809772,TRANSITION
1542907809782,1542907873139,MAKING_PHONE_CALL
1542907873146,1542907878184,TRANSITION
1542907878205,1542907895960,LEAVING_HOME
1542907895965,1542907898822,TRANSITION
