ts_start,ts_end,location
1542907450522,1542907455406,OUT
1542907455413,1542907457511,HALL
1542907457588,1542907537975,KITCHEN
1542907537977,1542907545732,DINING_ROOM
1542907545753,1542907547038,KITCHEN
1542907547040,1542907548077,HALL
1542907548127,1542907562056,MEDICINE_AREA
1542907562071,1542907564363,HALL
1542907564370,1542907566220,KITCHEN
1542907566221,1542907589847,DINING_ROOM
1542907589848,1542907591837,KITCHEN
1542907591860,1542907593229,HALL
1542907593251,1542907602575,MEDICINE_AREA
1542907602718,1542907604129,HALL
1542907604141,1542907606124,KITCHEN
1542907606139,1542907723132,DINING_ROOM
1542907723142,1542907724942,KITCHEN
1542907724981,1542907725989,HALL
1542907726006,1542907727354,MEDICINE_AREA
1542907727383,1542907729728,LIVING_ROOM
1542907729734,1542907833313,OFFICE
1542907833335,1542907836125,LIVING_ROOM
1542907836135,1542907859346,MEDICINE_AREA
1542907859363,1542907864519,LIVING_ROOM
1542907864538,1542907876571,MEDICINE_AREA
1542907876594,1542907894017,HALL
1542907894035,1542907898822,OUT
