sensor_id,sensor_status,ts,subject_id
R6,"ON",1542360627371,"202"
R6,"OFF",1542360633270,"202"
R7,"ON",1542360640543,"202"
R7,"OFF",1542360644850,"202"
R7,"ON",1542360658395,"202"
R7,"OFF",1542360662081,"202"
R6,"ON",1542360675366,"202"
R6,"OFF",1542360678078,"202"
R2,"ON",1542360703480,"202"
R2,"OFF",1542360708619,"202"
R7,"ON",1542360731401,"202"
R7,"OFF",1542360737138,"202"
R7,"ON",1542360762434,"202"
R7,"OFF",1542360766765,"202"
R1,"ON",1542360768651,"202"
R1,"OFF",1542360791915,"202"
P1,"ON",1542360804445,"202"
P1,"OFF",1542360890184,"202"
E2,"ON",1542360986067,"202"
P3,"ON",1542360989563,"202"
P3,"OFF",1542361135311,"202"
E2,"OFF",1542361141068,"202"
