ts_start,ts_end,act
1542385561031,1542385568827,TRANSITION
1542385568836,1542385623524,TAKING_MEDICINES
1542385623647,1542385644161,TRANSITION
1542385644171,1542385702004,SETTING_UP_TABLE
1542385702097,1542385703849,TRANSITION
1542385703858,1542385765205,PREPARING_COLD_MEAL
1542385765215,1542385768618,TRANSITION
1542385768631,1542385795105,EATING
1542385795114,1542385812975,TRANSITION
1542385812997,1542385821358,EATING
1542385821380,1542385826183,TRANSITION
1542385826214,1542385831917,EATING
1542385831941,1542385834490,TRANSITION
1542385834526,1542385852393,EATING
1542385852400,1542385858443,TRANSITION
1542385858455,1542385870485,EATING
1542385870495,1542385871971,TRANSITION
1542385871985,1542385878804,EATING
1542385878829,1542385883009,TRANSITION
1542385883086,1542385885508,EATING
1542385885523,1542385888437,TRANSITION
1542385888460,1542385940376,CLEARING_TABLE
1542385940397,1542385944432,TRANSITION
1542385944438,1542386006832,WASHING_DISHES
1542386006851,1542386008829,TRANSITION
1542386008832,1542386013920,WASHING_DISHES
1542386013930,1542386019540,TRANSITION
1542386019559,1542386139886,WATCHING_TV
1542386139897,1542386151411,TRANSITION
