ts_start,ts_end,location
1542385561031,1542385565641,OUT
1542385565644,1542385568148,HALL
1542385568163,1542385579138,MEDICINE_AREA
1542385579148,1542385580343,HALL
1542385580353,1542385633653,KITCHEN
1542385633695,1542385634218,HALL
1542385634224,1542385640110,MEDICINE_AREA
1542385640123,1542385641014,HALL
1542385641064,1542385644045,KITCHEN
1542385644059,1542385672339,DINING_ROOM
1542385672352,1542385687041,KITCHEN
1542385687049,1542385690680,DINING_ROOM
1542385690697,1542385698107,KITCHEN
1542385698119,1542385701802,DINING_ROOM
1542385701823,1542385766972,KITCHEN
1542385766986,1542385905752,DINING_ROOM
1542385905819,1542385915558,KITCHEN
1542385915594,1542385917600,DINING_ROOM
1542385917621,1542386015684,KITCHEN
1542386015698,1542386017023,HALL
1542386017038,1542386018242,MEDICINE_AREA
1542386018253,1542386142608,LIVING_ROOM
1542386142614,1542386144348,MEDICINE_AREA
1542386144359,1542386151411,HALL
