ts_start,ts_end,act
1543244393521,1543244394119,TRANSITION
1543244394154,1543244410482,ENTERING_HOME
1543244410507,1543244440834,TRANSITION
1543244440860,1543244472249,TAKING_MEDICINES
1543244472275,1543244509803,TRANSITION
1543244509838,1543244588877,PREPARING_COLD_MEAL
1543244588904,1543244684894,TRANSITION
1543244684900,1543244794470,EATING
1543244794499,1543244798359,TRANSITION
1543244798374,1543244888047,CLEARING_TABLE
1543244888077,1543244899825,TRANSITION
1543244899827,1543245015559,WATCHING_TV
1543245018580,1543245018580,TRANSITION
