ts_start,ts_end,location
1543244393521,1543244436486,HALL
1543244436511,1543244452713,MEDICINE_AREA
1543244452721,1543244483104,LIVING_ROOM
1543244483296,1543244494643,MEDICINE_AREA
1543244494678,1543244495815,HALL
1543244495941,1543244577513,KITCHEN
1543244577677,1543244582987,DINING_ROOM
1543244583016,1543244587898,KITCHEN
1543244587911,1543244821621,DINING_ROOM
1543244821627,1543244836006,KITCHEN
1543244836036,1543244852367,DINING_ROOM
1543244852385,1543244863030,KITCHEN
1543244863046,1543244876914,DINING_ROOM
1543244876932,1543244881567,KITCHEN
1543244881596,1543244884981,DINING_ROOM
1543244884998,1543244887188,KITCHEN
1543244887211,1543244889968,HALL
1543244890086,1543244891559,MEDICINE_AREA
1543244891572,1543244893876,HALL
1543244893903,1543244895384,MEDICINE_AREA
1543244895528,1543245018580,LIVING_ROOM
