sensor_id,sensor_status,ts,subject_id
P4,"ON",1543317284000,"204"
P1,"ON",1543317284092,"200"
P1,"OFF",1543317379902,"200"
P2,"ON",1543317395595,"200"
P4,"OFF",1543317411000,"204"
R6,"ON",1543317420000,"204"
R6,"OFF",1543317423000,"204"
P4,"ON",1543317455000,"204"
P2,"OFF",1543317511830,"200"
P4,"OFF",1543317552000,"204"
E2,"ON",1543317567515,"204"
P7,"ON",1543317571000,"204"
R6,"ON",1543317772000,"200"
R6,"OFF",1543317777000,"200"
R7,"ON",1543317782449,"200"
R7,"OFF",1543317788057,"200"
R7,"ON",1543317791999,"200"
R7,"OFF",1543317797565,"200"
R6,"ON",1543317822000,"200"
R6,"OFF",1543317826000,"200"
P3,"ON",1543317831000,"200"
P3,"OFF",1543317903000,"200"
P7,"OFF",1543317908000,"204"
E2,"OFF",1543317909517,"200"
