ts_start,ts_end,act
1542985094543,1542985102120,TRANSITION
1542985102136,1542985209067,SETTING_UP_TABLE
1542985209076,1542985217008,TRANSITION
1542985217011,1542985318658,EATING
1542985318673,1542985320203,TRANSITION
1542985320220,1542985368711,CLEARING_TABLE
1542985368745,1542985374853,TRANSITION
1542985374944,1542985507963,USING_PC
1542985507968,1542985518430,TRANSITION
1542985518444,1542985597186,WATCHING_TV
1542985597197,1542985597970,TRANSITION
1542985598026,1542985660826,ANSWERING_PHONE
1542985660937,1542985683111,TRANSITION
