x,y,z,ts
2.8454885,2.34581,3.9398055,1542382005095
2.9343357,8.73618,4.963463,1542382005131
-0.87066174,-0.67093706,-1.2519523,1542382005160
-1.396492,0.9374714,0.36757588,1542382005191
-1.6947165,1.9170885,-2.1596491,1542382005220
-0.5343571,1.3571,-0.58105314,1542382005251
1.930049,0.91572094,-0.5305342,1542382005290
1.6946001,2.8646293,-2.9456716,1542382005313
1.041749,-0.017951965,-0.6183457,1542382005886
1.7312803,-3.2196412,-0.033418775,1542382005886
-0.6559186,0.40780067,0.9012093,1542382005887
-2.276083,2.0286021,1.4969239,1542382005887
-2.3816729,4.9254866,0.63035107,1542382005887
0.17900181,1.7031288,0.13187599,1542382005887
0.9363909,1.113626,0.49724007,1542382005887
1.2411952,-4.9077606,0.45445728,1542382005887
2.770474,-8.829971,2.4962778,1542382005887
-0.56655407,-0.5746269,-0.061420083,1542382005887
-3.86379,4.980392,-1.2279129,1542382005887
-4.090697,3.996986,-0.15661168,1542382005887
-1.2657695,1.8822622,1.4185376,1542382005887
0.23817158,3.136365,1.9787838,1542382005887
-0.8117933,1.1962471,-1.4984139,1542382005888
-0.36923122,0.4140048,1.8620149,1542382005888
1.8783336,-3.3152866,0.20495671,1542382005907
3.221888,-0.15648794,-0.04124847,1542382006105
3.4299302,-1.2024789,-0.011113994,1542382006105
-1.1506028,-2.3470025,-0.9213189,1542382006105
-0.71807003,1.3408422,0.061729908,1542382006105
-0.9122796,0.95551205,-1.4120854,1542382006105
-1.3959584,-0.18435717,-2.2227361,1542382006112
-1.0611587,1.2486115,-1.1578767,1542382006141
-0.18815279,2.2723737,-1.0686945,1542382006180
-0.8531742,1.5896335,-0.41085696,1542382006231
1.6067128,-0.8834319,0.6617594,1542382006260
1.5744371,-0.7984905,-0.37313223,1542382006289
2.0336552,-0.50089884,-0.22231066,1542382006319
1.1376734,-0.20830917,0.41079152,1542382006350
-0.89362526,-0.703949,1.1606549,1542382006379
-0.5690346,-0.9911256,0.5339391,1542382006555
0.42910957,-1.1542182,0.8611752,1542382006555
0.88123894,-0.09345913,0.35037243,1542382006555
0.9305277,0.036571026,-0.23487973,1542382006555
1.8950968,-0.48562765,-0.11612469,1542382006559
2.3413897,-0.7410517,-0.5265431,1542382006586
2.1470556,-1.0425353,-1.7170985,1542382006645
1.1456652,-0.8845334,-1.2718881,1542382006676
0.052779198,0.9592962,-0.37253976,1542382006706
-0.5613375,1.6913533,-0.6105461,1542382006735
0.18912315,1.3744736,0.25605887,1542382006765
0.7743664,1.2825122,-0.27049696,1542382006795
0.884109,0.50877094,-0.15316373,1542382006824
-0.8393693,1.6771789,-0.59190696,1542382006919
0.9708257,0.22939873,0.98460525,1542382006919
2.241078,-1.2661481,-0.008471485,1542382006943
1.6901851,0.74042845,1.1450361,1542382007066
0.18808556,0.69796324,0.7750027,1542382007066
0.07776213,-0.21080494,0.9581207,1542382007066
-0.36471653,0.85841894,2.647932,1542382007093
-0.78453493,1.3780684,3.6653259,1542382007129
-1.0915585,1.0734453,2.930831,1542382007153
-1.1140041,0.19929409,2.0924754,1542382007180
-1.47925,0.5451946,1.7309368,1542382007224
-1.9135551,1.7611427,0.4553367,1542382007239
-2.0118341,1.4949427,-0.5993094,1542382007303
-1.7596192,1.3084106,-0.6193677,1542382007336
-1.3216562,1.3941002,-1.0153604,1542382007363
