ts_start,ts_end,location
1542382005095,1542382008656,HALL
1542382008666,1542382022507,MEDICINE_AREA
1542382022535,1542382028980,HALL
1542382028985,1542382031498,MEDICINE_AREA
1542382031800,1542382043765,LIVING_ROOM
1542382043962,1542382049348,MEDICINE_AREA
1542382049376,1542382054102,HALL
1542382054125,1542382056620,MEDICINE_AREA
1542382056752,1542382059618,LIVING_ROOM
1542382059759,1542382080596,OFFICE
1542382080730,1542382084172,LIVING_ROOM
1542382084182,1542382085867,MEDICINE_AREA
1542382085955,1542382087198,HALL
1542382087212,1542382267924,KITCHEN
1542382267952,1542382319396,DINING_ROOM
1542382319399,1542382326982,KITCHEN
1542382327042,1542382362786,DINING_ROOM
1542382362820,1542382367604,KITCHEN
1542382367825,1542382372494,DINING_ROOM
1542382372513,1542382374412,KITCHEN
1542382374413,1542382377973,DINING_ROOM
1542382378000,1542382387732,KITCHEN
1542382387745,1542382397233,HALL
1542382397263,1542382401630,OUT
