ts_start,ts_end,act
1542808762551,1542808787891,TRANSITION
1542808787914,1542808887557,COOKING
1542808887571,1542808899701,TRANSITION
1542808899714,1542808937740,SETTING_UP_TABLE
1542808937757,1542809019244,TRANSITION
1542809019280,1542809020995,EATING
1542809020998,1542809025061,TRANSITION
1542809025081,1542809034089,EATING
1542809034106,1542809042635,TRANSITION
1542809042662,1542809064305,EATING
1542809064336,1542809065104,TRANSITION
1542809065137,1542809073962,EATING
1542809073967,1542809085358,TRANSITION
1542809085382,1542809126502,CLEARING_TABLE
1542809126530,1542809128084,TRANSITION
1542809128101,1542809198994,WASHING_DISHES
1542809199099,1542809206995,TRANSITION
1542809207015,1542809295114,USING_PC
1542809295227,1542809299441,TRANSITION
1542809299455,1542809424532,ANSWERING_PHONE
1542809424564,1542809435526,TRANSITION
