ts_start,ts_end,act
1542813841522,1542813860061,TRANSITION
1542813860080,1542813914008,SETTING_UP_TABLE
1542813914022,1542813976934,COOKING
1542813976942,1542813979768,TRANSITION
1542813979778,1542814017895,EATING
1542814017941,1542814019158,TRANSITION
1542814019161,1542814050548,EATING
1542814050568,1542814053141,TRANSITION
1542814053159,1542814058822,EATING
1542814058859,1542814080454,TRANSITION
1542814080470,1542814137649,WATCHING_TV
1542814137662,1542814154102,TRANSITION
1542814154116,1542814193997,CLEARING_TABLE
1542814194232,1542814248616,WASHING_DISHES
1542814248653,1542814258951,TRANSITION
1542814259121,1542814353832,WATCHING_TV
1542814353848,1542814358595,TRANSITION
1542814358597,1542814454273,MAKING_PHONE_CALL
1542814454286,1542814460892,TRANSITION
1542814461022,1542814492056,TAKING_MEDICINES
1542814492066,1542814497068,TRANSITION
