sensor_id,sensor_status,ts,subject_id
P2,"ON",1542645448330,"209"
P2,"OFF",1542645477720,"209"
R5,"ON",1542645496835,"209"
R5,"OFF",1542645500387,"209"
E1,"ON",1542645519247,"209"
R1,"ON",1542645524004,"209"
R1,"OFF",1542645536627,"209"
R5,"ON",1542645604310,"209"
R5,"OFF",1542645608064,"209"
E1,"OFF",1542645618253,"209"
R2,"ON",1542645665614,"209"
R2,"OFF",1542645669578,"209"
R7,"ON",1542645671297,"209"
R7,"OFF",1542645674662,"209"
P1,"ON",1542645684839,"209"
P1,"OFF",1542645741392,"209"
R7,"ON",1542645759357,"209"
R7,"OFF",1542645765101,"209"
