sensor_id,sensor_status,ts,subject_id
R5,"ON",1543316517228,"200"
R5,"OFF",1543316520007,"200"
E1,"ON",1543316532432,"200"
R7,"ON",1543316533681,"204"
R7,"OFF",1543316540752,"204"
R1,"ON",1543316540836,"200"
R1,"OFF",1543316548893,"200"
R1,"ON",1543316560942,"200"
R1,"OFF",1543316569024,"200"
R2,"ON",1543316585468,"204"
R2,"OFF",1543316589477,"204"
R1,"ON",1543316592543,"200"
R1,"OFF",1543316598282,"200"
R6,"ON",1543316618000,"204"
R6,"OFF",1543316623000,"204"
R5,"ON",1543316623884,"200"
R5,"OFF",1543316628002,"200"
E1,"OFF",1543316638438,"200"
R6,"ON",1543316644000,"204"
R6,"OFF",1543316648000,"204"
P2,"ON",1543316670388,"200"
P1,"ON",1543316670438,"204"
P2,"OFF",1543316691617,"200"
R2,"ON",1543316767350,"200"
R2,"OFF",1543316773522,"200"
R7,"ON",1543316784915,"200"
R7,"OFF",1543316789949,"200"
P4,"ON",1543316802000,"200"
P4,"OFF",1543316942000,"200"
P1,"OFF",1543316948650,"204"
P2,"ON",1543316965106,"204"
R7,"ON",1543316973924,"200"
R7,"OFF",1543316977653,"200"
R7,"ON",1543317000668,"200"
R7,"OFF",1543317003227,"200"
P2,"OFF",1543317042634,"204"
