sensor_id,sensor_status,ts,subject_id
R5,"ON",1542808790081,"211"
R5,"OFF",1542808795015,"211"
R7,"ON",1542808798461,"211"
R7,"OFF",1542808802918,"211"
R7,"ON",1542808817197,"211"
R7,"OFF",1542808820328,"211"
E1,"ON",1542808828334,"211"
E1,"OFF",1542808880342,"211"
R2,"ON",1542808922879,"211"
R2,"OFF",1542808929413,"211"
P1,"ON",1542808937337,"211"
P1,"OFF",1542808953062,"211"
R1,"ON",1542808955947,"211"
R1,"OFF",1542808969137,"211"
P1,"ON",1542808973441,"211"
P1,"OFF",1542809081676,"211"
R1,"ON",1542809091906,"211"
R1,"OFF",1542809097046,"211"
R1,"ON",1542809120598,"211"
R1,"OFF",1542809125364,"211"
P2,"ON",1542809213079,"211"
P2,"OFF",1542809319444,"211"
