ts_start,ts_end,location
1542201812061,1542201827560,HALL
1542201827586,1542201894056,KITCHEN
1542201894077,1542201898223,DINING_ROOM
1542201898237,1542201909467,KITCHEN
1542201909494,1542201914315,DINING_ROOM
1542201914333,1542201924653,KITCHEN
1542201924669,1542202000361,DINING_ROOM
1542202000381,1542202011838,KITCHEN
1542202011900,1542202017030,DINING_ROOM
1542202017058,1542202082154,KITCHEN
1542202082175,1542202083243,HALL
1542202083252,1542202084615,MEDICINE_AREA
1542202084621,1542202087080,LIVING_ROOM
1542202087107,1542202185470,OFFICE
1542202185495,1542202190158,LIVING_ROOM
1542202190176,1542202195618,MEDICINE_AREA
1542202195662,1542202200461,LIVING_ROOM
1542202200493,1542202209554,OFFICE
1542202209563,1542202214278,LIVING_ROOM
1542202214279,1542202220769,MEDICINE_AREA
1542202220785,1542202226485,HALL
1542202226505,1542202246606,MEDICINE_AREA
