ts_start,ts_end,act
1542201812061,1542201829489,TRANSITION
1542201829544,1542201894762,COOKING
1542201894778,1542201933758,SETTING_UP_TABLE
1542201933780,1542201952466,EATING
1542201952489,1542201954595,TRANSITION
1542201954600,1542201958553,EATING
1542201958581,1542201961993,TRANSITION
1542201961999,1542201967788,EATING
1542201967853,1542201969655,TRANSITION
1542201969725,1542201974540,EATING
1542201974556,1542201989224,TRANSITION
1542201989250,1542202021723,CLEARING_TABLE
1542202021752,1542202081099,WASHING_DISHES
1542202081136,1542202088382,TRANSITION
1542202088416,1542202171792,USING_PC
1542202171827,1542202233539,ANSWERING_PHONE
1542202233621,1542202246606,TRANSITION
