ts_start,ts_end,act
1544007144289,1544007149331,TRANSITION
1544007149356,1544007169009,TAKING_MEDICINES
1544007169031,1544007183574,TRANSITION
1544007183597,1544007268816,PREPARING_COLD_MEAL
1544007268893,1544007471957,TRANSITION
1544007471958,1544007499223,EATING
1544007499242,1544007501287,TRANSITION
1544007501296,1544007588525,EATING
1544007588539,1544007588931,TRANSITION
1544007588939,1544007592503,EATING
1544007592511,1544007604492,TRANSITION
1544007604517,1544007680085,CLEARING_TABLE
1544007680100,1544007691907,TRANSITION
1544007691923,1544007891070,WATCHING_TV
1544007891084,1544007892000,TRANSITION
