sensor_id,sensor_status,ts,subject_id
P7,"ON",1543243810000,"208"
R5,"ON",1543243822271,"207"
R7,"ON",1543243827811,"207"
P7,"OFF",1543243831000,"208"
R7,"OFF",1543243834452,"207"
E2,"ON",1543243836586,"208"
R7,"ON",1543243838044,"207"
P3,"ON",1543243840000,"208"
R7,"OFF",1543243841152,"207"
E1,"ON",1543243845266,"207"
R5,"OFF",1543243851306,"207"
E1,"OFF",1543243866260,"207"
P1,"ON",1543243883000,"207"
P1,"OFF",1543243897000,"207"
R1,"ON",1543243901314,"207"
R1,"OFF",1543243909297,"207"
R2,"ON",1543243919513,"207"
R2,"OFF",1543243922841,"207"
P1,"ON",1543243927000,"207"
P1,"OFF",1543243976026,"207"
P7,"ON",1543243987000,"207"
P3,"OFF",1543244057000,"208"
P7,"OFF",1543244059000,"207"
E2,"OFF",1543244063581,"208"
R7,"ON",1543244074564,"208"
R7,"OFF",1543244079288,"208"
R1,"ON",1543244081543,"207"
R1,"OFF",1543244090874,"208"
E2,"ON",1543244162594,"207"
P3,"ON",1543244164000,"207"
P3,"OFF",1543244239000,"207"
E2,"OFF",1543244244588,"207"
R6,"ON",1543244307000,"207"
R6,"OFF",1543244315000,"207"
R6,"ON",1543244346000,"207"
R6,"OFF",1543244348000,"207"
