ts_start,ts_end,act
1542384927819,1542384933444,TRANSITION
1542384933481,1542384946562,ENTERING_HOME
1542384946570,1542384951034,TRANSITION
1542384951043,1542385067104,WATCHING_TV
1542385067117,1542385074159,TRANSITION
1542385074249,1542385144722,PREPARING_COLD_MEAL
1542385144753,1542385149928,TRANSITION
1542385149957,1542385242022,ANSWERING_PHONE
1542385242031,1542385244219,TRANSITION
1542385244236,1542385338683,MAKING_PHONE_CALL
1542385338687,1542385346107,TRANSITION
1542385346138,1542385361594,LEAVING_HOME
1542385361598,1542385379333,TRANSITION
1542385379367,1542385401606,ENTERING_HOME
1542385401615,1542385405328,TRANSITION
