ts_start,ts_end,location
1542384927819,1542384931862,OUT
1542384932014,1542384948651,HALL
1542384948687,1542384950005,MEDICINE_AREA
1542384950017,1542385070922,LIVING_ROOM
1542385071059,1542385072246,MEDICINE_AREA
1542385072258,1542385073084,HALL
1542385073098,1542385150692,KITCHEN
1542385150747,1542385152841,HALL
1542385152879,1542385156483,MEDICINE_AREA
1542385156492,1542385162961,HALL
1542385162968,1542385170223,MEDICINE_AREA
1542385170239,1542385172982,HALL
1542385172991,1542385174856,KITCHEN
1542385174871,1542385178116,HALL
1542385178129,1542385180545,MEDICINE_AREA
1542385180557,1542385186159,HALL
1542385186232,1542385189311,MEDICINE_AREA
1542385189314,1542385194209,HALL
1542385194224,1542385200547,MEDICINE_AREA
1542385200565,1542385206050,HALL
1542385206075,1542385212473,MEDICINE_AREA
1542385212492,1542385219538,HALL
1542385219544,1542385227333,MEDICINE_AREA
1542385228025,1542385234927,HALL
1542385234952,1542385240548,MEDICINE_AREA
1542385240577,1542385244456,HALL
1542385244476,1542385254875,MEDICINE_AREA
1542385254904,1542385258840,HALL
1542385258857,1542385266616,MEDICINE_AREA
1542385266618,1542385270000,HALL
1542385270055,1542385280218,MEDICINE_AREA
1542385280221,1542385282221,HALL
1542385282254,1542385290565,MEDICINE_AREA
1542385290573,1542385295448,HALL
1542385295458,1542385325305,MEDICINE_AREA
1542385325323,1542385330083,HALL
1542385330093,1542385336988,MEDICINE_AREA
1542385337081,1542385359642,HALL
1542385359674,1542385377713,OUT
1542385377715,1542385405328,HALL
