ts_start,ts_end,act
1544696837168,1544696858022,ENTERING_HOME
1544696858029,1544696995672,TRANSITION
1544696995688,1544697031510,EATING
1544697031528,1544697038363,TRANSITION
1544697038720,1544697051069,EATING
1544697051080,1544697055140,TRANSITION
1544697055149,1544697072883,EATING
1544697072896,1544697076580,TRANSITION
1544697076594,1544697079379,EATING
1544697079383,1544697089630,TRANSITION
1544697089653,1544697101965,EATING
1544697101993,1544697128562,TRANSITION
1544697128569,1544697184097,CLEARING_TABLE
1544697184107,1544697189311,TRANSITION
1544697189320,1544697401733,WASHING_DISHES
1544697401735,1544697485765,TRANSITION
