ts_start,ts_end,location
1542811093962,1542811111798,HALL
1542811111820,1542811119605,OUT
1542811119638,1542811131525,HALL
1542811131545,1542811133555,KITCHEN
1542811133581,1542811216524,DINING_ROOM
1542811216544,1542811218263,KITCHEN
1542811218307,1542811219505,HALL
1542811219508,1542811220816,MEDICINE_AREA
1542811220837,1542811337012,LIVING_ROOM
1542811337060,1542811341875,MEDICINE_AREA
1542811341892,1542811360170,LIVING_ROOM
1542811360197,1542811372501,MEDICINE_AREA
1542811372530,1542811380089,LIVING_ROOM
1542811380115,1542811384977,OFFICE
1542811385005,1542811403196,LIVING_ROOM
1542811403224,1542811421606,MEDICINE_AREA
