ts_start,ts_end,act
1542811093962,1542811098965,TRANSITION
1542811098987,1542811115378,LEAVING_HOME
1542811115399,1542811121050,TRANSITION
1542811121106,1542811133008,ENTERING_HOME
1542811133028,1542811137773,TRANSITION
1542811137795,1542811177113,EATING
1542811177132,1542811183998,TRANSITION
1542811184010,1542811211622,EATING
1542811211630,1542811224151,TRANSITION
1542811224171,1542811323281,WATCHING_TV
1542811323298,1542811398752,MAKING_PHONE_CALL
1542811398780,1542811404471,TRANSITION
1542811404498,1542811410888,TAKING_MEDICINES
1542811421606,1542811421606,TRANSITION
