sensor_id,sensor_status,ts,subject_id
R5,"ON",1542361613190,"202"
R5,"OFF",1542361622489,"202"
E1,"ON",1542361626232,"202"
R1,"ON",1542361648079,"202"
R1,"OFF",1542361651595,"202"
R1,"ON",1542361657125,"202"
R1,"OFF",1542361660720,"202"
R1,"ON",1542361685513,"202"
R1,"OFF",1542361692628,"202"
R2,"ON",1542361698327,"202"
R2,"OFF",1542361701150,"202"
E1,"OFF",1542361731242,"202"
R7,"ON",1542361758349,"202"
R7,"OFF",1542361774325,"202"
R7,"ON",1542361786718,"202"
R7,"OFF",1542361791513,"202"
P1,"ON",1542361803521,"202"
P1,"OFF",1542361935479,"202"
R6,"ON",1542361942734,"202"
R6,"OFF",1542361949209,"202"
P2,"ON",1542361958403,"202"
P2,"OFF",1542362120748,"202"
