ts_start,ts_end,location
1542374162378,1542374170765,OUT
1542374170791,1542374173955,HALL
1542374173966,1542374242180,KITCHEN
1542374242181,1542374251157,DINING_ROOM
1542374251180,1542374271214,KITCHEN
1542374271231,1542374285246,DINING_ROOM
1542374285336,1542374299175,KITCHEN
1542374299182,1542374305314,DINING_ROOM
1542374305322,1542374316269,KITCHEN
1542374316289,1542374322616,DINING_ROOM
1542374322630,1542374325941,KITCHEN
1542374326007,1542374387855,DINING_ROOM
1542374387868,1542374393415,KITCHEN
1542374393442,1542374397304,DINING_ROOM
1542374397321,1542374407329,KITCHEN
1542374407339,1542374418684,DINING_ROOM
1542374418707,1542374424685,KITCHEN
1542374424699,1542374426282,DINING_ROOM
1542374426289,1542374471921,KITCHEN
1542374471929,1542374473089,HALL
1542374473135,1542374473909,MEDICINE_AREA
1542374473917,1542374475629,LIVING_ROOM
1542374475631,1542374614617,OFFICE
1542374614632,1542374617112,LIVING_ROOM
1542374617130,1542374619300,MEDICINE_AREA
1542374619307,1542374624226,HALL
1542374624236,1542374626810,KITCHEN
1542374626829,1542374632694,DINING_ROOM
1542374632707,1542374635449,KITCHEN
1542374635474,1542374636767,HALL
1542374636770,1542374638449,MEDICINE_AREA
1542374638470,1542374641569,LIVING_ROOM
1542374641581,1542374660119,OFFICE
1542374660132,1542374661696,LIVING_ROOM
1542374661702,1542374663745,MEDICINE_AREA
1542374663753,1542374669805,HALL
