sensor_id,sensor_status,ts,subject_id
R5,"ON",1542721859181,"208"
R5,"OFF",1542721865253,"208"
E1,"ON",1542721878766,"208"
R1,"ON",1542721899870,"208"
R1,"OFF",1542721906202,"208"
R1,"ON",1542721918591,"208"
R1,"OFF",1542721927790,"208"
R1,"ON",1542721934190,"208"
R1,"OFF",1542721940019,"208"
R2,"ON",1542721966999,"208"
R2,"OFF",1542721969889,"208"
R2,"ON",1542722042191,"208"
R2,"OFF",1542722045101,"208"
P1,"ON",1542722049036,"208"
P1,"OFF",1542722057063,"208"
E1,"OFF",1542722061791,"208"
R7,"ON",1542722101894,"208"
R7,"OFF",1542722105453,"208"
P1,"ON",1542722110885,"208"
P1,"OFF",1542722187455,"208"
R6,"ON",1542722196308,"208"
R6,"OFF",1542722205025,"208"
P2,"ON",1542722213515,"208"
P2,"OFF",1542722375989,"208"
P2,"ON",1542722428660,"208"
P2,"OFF",1542722505259,"208"
