sensor_id,sensor_status,ts,subject_id
E2,"ON",1544008023732,"208"
P3,"ON",1544008025000,"208"
P7,"ON",1544008026000,"204"
P7,"OFF",1544008113000,"204"
R5,"ON",1544008125388,"204"
R5,"OFF",1544008128021,"204"
E1,"ON",1544008146660,"204"
R1,"ON",1544008151395,"204"
R1,"OFF",1544008171597,"204"
R1,"ON",1544008174354,"204"
R1,"OFF",1544008179686,"204"
P3,"OFF",1544008194000,"208"
E2,"OFF",1544008199696,"208"
R1,"ON",1544008207177,"208"
R1,"OFF",1544008214890,"208"
R2,"ON",1544008216145,"208"
R7,"ON",1544008227645,"208"
R7,"OFF",1544008232327,"208"
R1,"ON",1544008238539,"204"
R1,"OFF",1544008243528,"204"
R5,"ON",1544008250624,"204"
R5,"OFF",1544008253584,"204"
R5,"ON",1544008265397,"204"
R5,"OFF",1544008268660,"204"
P1,"ON",1544008270108,"208"
E1,"OFF",1544008281683,"204"
R2,"OFF",1544008307450,"204"
R7,"ON",1544008330115,"204"
R7,"OFF",1544008333886,"204"
P4,"ON",1544008438000,"204"
P4,"OFF",1544008552000,"204"
P1,"OFF",1544008552546,"208"
R7,"ON",1544008566947,"208"
R7,"OFF",1544008570423,"208"
P2,"ON",1544008587002,"204"
R2,"ON",1544008612761,"208"
R2,"OFF",1544008616658,"208"
P2,"OFF",1544009222177,"204"
P2,"ON",1544009253163,"208"
P2,"OFF",1544009425066,"208"
