ts_start,ts_end,act
1542646049705,1542646066029,TRANSITION
1542646066055,1542646076341,ENTERING_HOME
1542646076359,1542646080241,TRANSITION
1542646080258,1542646150615,PREPARING_COLD_MEAL
1542646150645,1542646157199,TRANSITION
1542646157523,1542646186556,EATING
1542646186576,1542646209444,TRANSITION
1542646209554,1542646213989,EATING
1542646214139,1542646215650,TRANSITION
1542646215665,1542646218287,EATING
1542646218298,1542646218872,TRANSITION
1542646218891,1542646227173,EATING
1542646227414,1542646239302,TRANSITION
1542646239309,1542646260910,WASHING_DISHES
1542646260931,1542646280654,TRANSITION
1542646280675,1542646330674,ANSWERING_PHONE
1542646330934,1542646345994,TRANSITION
1542646346005,1542646414009,USING_PC
1542646414020,1542646416400,TRANSITION
1542646416678,1542646453261,TAKING_MEDICINES
1542646453376,1542646486565,TRANSITION
